vote,county,town,village,no,name,party,gender,birth,age,birth_place,education,is_current,is_win,is_no2,has_account
107年村(里)長選舉,澎湖縣,七美鄉,海豐村,1,顏鈺穎,無黨籍及未經政黨推薦,女,'0510313,56,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,澎湖縣,七美鄉,南港村,1,夏臨福,無黨籍及未經政黨推薦,男,'0380618,69,臺灣省,其他,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,德義里,1,江秉霖,無黨籍及未經政黨推薦,男,'0800115,27,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,中正區,德義里,2,張建源,無黨籍及未經政黨推薦,男,'0531111,54,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,正義里,1,駱錫賢,中國國民黨,男,'0440610,63,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,信義里,1,江添丁,無黨籍及未經政黨推薦,男,'0390102,68,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,義重里,1,張賜川,無黨籍及未經政黨推薦,男,'0511026,56,新北市,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,中正區,義重里,2,林世英,中國國民黨,男,'0380721,69,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,港通里,1,簡進發,無黨籍及未經政黨推薦,男,'0420926,65,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,中船里,1,秦煒強,無黨籍及未經政黨推薦,男,'0740505,33,臺灣省,碩士,N," "," ",N
107年村(里)長選舉,基隆市,中正區,中船里,2,蔣春生,中國國民黨,男,'0490507,58,臺北市,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,正船里,1,江惠卿,中國國民黨,女,'0410821,66,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,入船里,1,沈春重,無黨籍及未經政黨推薦,男,'0461106,61,新北市,專科,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,中砂里,1,廖文雄,無黨籍及未經政黨推薦,男,'0571020,50,臺灣省,高中,N,*," ",N
107年村(里)長選舉,基隆市,中正區,中砂里,2,吳伯桓,無黨籍及未經政黨推薦,男,'0681220,38,臺灣省,專科,N," "," ",N
107年村(里)長選舉,基隆市,中正區,正砂里,1,俞明發,無黨籍及未經政黨推薦,男,'0410520,66,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,真砂里,1,賴文中,無黨籍及未經政黨推薦,男,'0510521,56,臺灣省,大學,N," "," ",N
107年村(里)長選舉,基隆市,中正區,真砂里,2,洪凱廸,無黨籍及未經政黨推薦,男,'0821002,25,臺灣省,大學,N," "," ",N
107年村(里)長選舉,基隆市,中正區,真砂里,3,魏君龍,中國國民黨,男,'0451220,61,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,砂灣里,1,簡曉東,中國國民黨,男,'0420510,65,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,建國里,1,王雅蘭,無黨籍及未經政黨推薦,女,'0690921,38,臺灣省,專科,N,*," ",N
107年村(里)長選舉,基隆市,中正區,建國里,2,陳堃信,無黨籍及未經政黨推薦,男,'0450626,62,臺北市,高中,Y," "," ",N
107年村(里)長選舉,基隆市,中正區,建國里,3,洪雪子,中國國民黨,女,'0311215,75,臺北市,高中,N," "," ",N
107年村(里)長選舉,基隆市,中正區,中濱里,1,黃凱義,無黨籍及未經政黨推薦,男,'0690225,38,臺灣省,高中,Y," "," ",N
107年村(里)長選舉,基隆市,中正區,中濱里,2,郭媫嫻,無黨籍及未經政黨推薦,女,'0440429,63,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,中正區,中濱里,3,謝東榮,無黨籍及未經政黨推薦,男,'0680315,39,臺灣省,高中,N,*," ",N
107年村(里)長選舉,基隆市,中正區,海濱里,1,吳宇𥠼,無黨籍及未經政黨推薦,女,'0601013,47,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,中正區,海濱里,2,莊哲豪,無黨籍及未經政黨推薦,男,'0680417,39,臺灣省,碩士,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,社寮里,1,蔡念彣,無黨籍及未經政黨推薦,女,'0771124,30,臺灣省,大學,N," "," ",N
107年村(里)長選舉,基隆市,中正區,社寮里,2,范詠翔,無黨籍及未經政黨推薦,男,'0461218,60,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,和憲里,1,蘇來成,無黨籍及未經政黨推薦,男,'0441229,62,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,平寮里,1,蔡淑貞,無黨籍及未經政黨推薦,女,'0470614,60,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,八斗里,1,杜劍秋,無黨籍及未經政黨推薦,男,'0480623,59,臺灣省,高中,N,*," ",N
107年村(里)長選舉,基隆市,中正區,八斗里,2,范玉蘭,無黨籍及未經政黨推薦,女,'0360912,71,臺灣省,高中,Y," "," ",N
107年村(里)長選舉,基隆市,中正區,碧砂里,1,黃志強,中國國民黨,男,'0401105,67,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,長潭里,1,張連財,無黨籍及未經政黨推薦,男,'0380218,69,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,中正區,長潭里,2,林新永,無黨籍及未經政黨推薦,男,'0410505,66,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,中正區,長潭里,3,鍾麗美,無黨籍及未經政黨推薦,女,'0510202,56,新北市,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,砂子里,1,張文陽,無黨籍及未經政黨推薦,男,'0440901,63,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,中正區,砂子里,2,曾秀菁,無黨籍及未經政黨推薦,女,'0640508,43,臺灣省,高中,N,*," ",N
107年村(里)長選舉,基隆市,中正區,砂子里,3,張雯媛,無黨籍及未經政黨推薦,女,'0540303,53,新北市,高中,N," "," ",N
107年村(里)長選舉,基隆市,中正區,中正里,1,梁火龍,無黨籍及未經政黨推薦,男,'0450107,62,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,正濱里,1,林耀基,中國國民黨,男,'0381015,69,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中正區,新豐里,1,林達欽,中國國民黨,男,'0430216,64,新北市,高中,N," "," ",N
107年村(里)長選舉,基隆市,中正區,新豐里,2,丁麗娜,無黨籍及未經政黨推薦,女,'0450726,62,臺灣省,高中,N,*," ",N
107年村(里)長選舉,基隆市,中正區,新富里,1,鄭明長,無黨籍及未經政黨推薦,男,'0640607,43,臺灣省,大學,Y," "," ",N
107年村(里)長選舉,基隆市,中正區,新富里,2,李鴻寶,無黨籍及未經政黨推薦,男,'0591217,47,臺灣省,其他,N," "," ",N
107年村(里)長選舉,基隆市,中正區,新富里,3,蕭猷盛,無黨籍及未經政黨推薦,男,'0500201,57,臺灣省,高中,N,*," ",N
107年村(里)長選舉,基隆市,七堵區,長興里,1,柯羽璇,無黨籍及未經政黨推薦,女,'0721110,35,新北市,高中,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,長興里,2,姚琴富,無黨籍及未經政黨推薦,男,'0471028,60,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,正光里,1,邱繼彥,無黨籍及未經政黨推薦,男,'0781004,29,臺灣省,大學,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,富民里,1,吳明宗,中國國民黨,男,'0401201,66,臺灣省,專科,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,富民里,2,吳洺豐,無黨籍及未經政黨推薦,男,'0480627,59,臺灣省,專科,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,永平里,1,馮孝龍,無黨籍及未經政黨推薦,男,'0531020,54,臺灣省,專科,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,永平里,2,林秀梅,無黨籍及未經政黨推薦,女,'0400209,67,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,永平里,3,黃朝家,無黨籍及未經政黨推薦,男,'0621217,44,臺灣省,專科,N,*," ",N
107年村(里)長選舉,基隆市,七堵區,永安里,1,陳君治,無黨籍及未經政黨推薦,男,'0410701,66,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,永安里,2,曾國海,無黨籍及未經政黨推薦,男,'0560802,51,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,八德里,1,余文財,無黨籍及未經政黨推薦,男,'0500826,57,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,自強里,1,張仁化,無黨籍及未經政黨推薦,男,'0470405,60,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,自強里,2,李健宗,無黨籍及未經政黨推薦,男,'0451018,62,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,六堵里,1,王金雄,無黨籍及未經政黨推薦,男,'0331017,74,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,六堵里,2,廖國勳,無黨籍及未經政黨推薦,男,'0451010,62,臺北市,高中,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,泰安里,1,胡昭欽,無黨籍及未經政黨推薦,男,'0620624,45,新北市,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,泰安里,2,詹仁豪,無黨籍及未經政黨推薦,男,'0501001,57,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,堵北里,1,林俊德,無黨籍及未經政黨推薦,男,'0450613,62,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,堵南里,1,余佩儒,無黨籍及未經政黨推薦,女,'0481206,58,臺灣省,專科,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,瑪南里,1,陳予旋,無黨籍及未經政黨推薦,女,'0600927,47,臺灣省,大學,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,瑪南里,2,郭博鑫,無黨籍及未經政黨推薦,男,'0490102,58,新北市,高中,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,瑪南里,3,黃珮珊,無黨籍及未經政黨推薦,女,'0690213,38,新北市,專科,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,瑪南里,4,蘇陳素花,無黨籍及未經政黨推薦,女,'0391202,67,臺灣省,高中(職)以下,N,*," ",N
107年村(里)長選舉,基隆市,七堵區,瑪東里,1,尤羿茹,無黨籍及未經政黨推薦,女,'0550206,52,臺南市,高中,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,瑪東里,2,林義凱,無黨籍及未經政黨推薦,男,'0691210,37,新北市,高中,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,瑪東里,3,李文良,無黨籍及未經政黨推薦,男,'0380910,69,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,瑪西里,1,陳美雲,無黨籍及未經政黨推薦,女,'0550320,52,新北市,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,瑪西里,2,蔡銀松,無黨籍及未經政黨推薦,男,'0410815,66,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,瑪西里,3,江陳素蘭,無黨籍及未經政黨推薦,女,'0470222,60,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,友一里,1,蕭雪,無黨籍及未經政黨推薦,女,'0420402,65,新北市,高中,Y," "," ",N
107年村(里)長選舉,基隆市,七堵區,友一里,2,陳春炎,無黨籍及未經政黨推薦,男,'0420725,65,臺灣省,高中(職)以下,N,*," ",N
107年村(里)長選舉,基隆市,七堵區,友二里,1,蘇秋福,無黨籍及未經政黨推薦,男,'0491005,58,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,友二里,2,周清松,無黨籍及未經政黨推薦,男,'0391101,68,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,正明里,1,高崑繽,無黨籍及未經政黨推薦,男,'0431010,64,臺灣省,高中,N,*," ",N
107年村(里)長選舉,基隆市,七堵區,正明里,2,謝連堂,無黨籍及未經政黨推薦,男,'0440122,63,新北市,高中(職)以下,Y," "," ",N
107年村(里)長選舉,基隆市,七堵區,百福里,1,何孟翰,無黨籍及未經政黨推薦,男,'0660609,41,臺灣省,大學,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,實踐里,1,黃順財,無黨籍及未經政黨推薦,男,'0470423,60,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,實踐里,2,吳麗如,無黨籍及未經政黨推薦,女,'0550310,52,新北市,高中,Y,*," ",N
107年村(里)長選舉,基隆市,七堵區,長安里,1,陳栓基,無黨籍及未經政黨推薦,男,'0421106,65,新北市,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,長安里,2,王傳隆,無黨籍及未經政黨推薦,男,'0441201,62,臺北市,專科,N," "," ",N
107年村(里)長選舉,基隆市,七堵區,長安里,3,張聰龍,無黨籍及未經政黨推薦,男,'0450827,62,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,暖暖區,八西里,1,蘇欽榮,無黨籍及未經政黨推薦,男,'0450718,62,臺灣省,高中,Y," "," ",N
107年村(里)長選舉,基隆市,暖暖區,八西里,2,林明傳,無黨籍及未經政黨推薦,男,'0520727,55,臺灣省,高中(職)以下,N,*," ",N
107年村(里)長選舉,基隆市,暖暖區,八堵里,1,蘇財源,無黨籍及未經政黨推薦,男,'0440424,63,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,暖暖區,八堵里,2,蔡毓濱,無黨籍及未經政黨推薦,男,'0490408,58,臺灣省,專科,Y,*," ",N
107年村(里)長選舉,基隆市,暖暖區,八南里,1,陳碧琴,無黨籍及未經政黨推薦,女,'0481118,59,新北市,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,暖暖區,八南里,2,李湘蓮,無黨籍及未經政黨推薦,女,'0510706,56,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,暖暖區,過港里,1,陳清池,無黨籍及未經政黨推薦,男,'0380821,69,臺南市,大學,Y,*," ",N
107年村(里)長選舉,基隆市,暖暖區,碇內里,1,林錦隆,無黨籍及未經政黨推薦,男,'0380218,69,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,暖暖區,碇和里,1,林香,無黨籍及未經政黨推薦,女,'0391010,68,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,暖暖區,暖同里,1,林明坤,無黨籍及未經政黨推薦,男,'0510814,56,臺灣省,高中,N,*," ",N
107年村(里)長選舉,基隆市,暖暖區,暖同里,2,李傳河,無黨籍及未經政黨推薦,男,'0470512,60,臺灣省,高中,Y," "," ",N
107年村(里)長選舉,基隆市,暖暖區,暖暖里,1,陳建興,無黨籍及未經政黨推薦,男,'0441125,62,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,暖暖區,暖東里,1,林淑娟,無黨籍及未經政黨推薦,女,'0630327,44,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,暖暖區,暖東里,2,林嘉萬,無黨籍及未經政黨推薦,男,'0480708,59,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,暖暖區,暖西里,1,李銘村,中國國民黨,男,'0421007,65,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,暖暖區,暖西里,2,周明信,無黨籍及未經政黨推薦,男,'0411110,66,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,暖暖區,八中里,1,俞偉明,無黨籍及未經政黨推薦,男,'0520105,55,臺灣省,大學,Y,*," ",N
107年村(里)長選舉,基隆市,暖暖區,八中里,2,林浩隆,無黨籍及未經政黨推薦,男,'0491121,58,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,暖暖區,碇安里,1,林金城,無黨籍及未經政黨推薦,男,'0391102,68,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,暖暖區,碇安里,2,余香慧,無黨籍及未經政黨推薦,女,'0561018,51,新北市,專科,N,*," ",N
107年村(里)長選舉,基隆市,暖暖區,碇祥里,1,林義忠,無黨籍及未經政黨推薦,男,'0390126,68,臺灣省,高中(職)以下,Y," "," ",N
107年村(里)長選舉,基隆市,暖暖區,碇祥里,2,王昌智,中國國民黨,男,'0470516,60,臺北市,專科,N," "," ",N
107年村(里)長選舉,基隆市,暖暖區,碇祥里,3,江聰俊,無黨籍及未經政黨推薦,男,'0610507,46,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,暖暖區,碇祥里,4,馮瑞枝,無黨籍及未經政黨推薦,女,'0481220,58,臺灣省,大學,N,*," ",N
107年村(里)長選舉,基隆市,仁愛區,林泉里,1,駱俊雄,無黨籍及未經政黨推薦,男,'0560912,51,臺灣省,高中,N,*," ",N
107年村(里)長選舉,基隆市,仁愛區,花崗里,1,柳榮昌,無黨籍及未經政黨推薦,男,'0270808,80,臺灣省,高中(職)以下,Y," "," ",N
107年村(里)長選舉,基隆市,仁愛區,花崗里,2,姜永國,無黨籍及未經政黨推薦,男,'0521114,55,臺灣省,高中,N,*," ",N
107年村(里)長選舉,基隆市,仁愛區,虹橋里,1,李碧霞,無黨籍及未經政黨推薦,女,'0340111,73,臺灣省,其他,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,水錦里,1,吳哲明,無黨籍及未經政黨推薦,男,'0580615,49,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,水錦里,2,林國星,無黨籍及未經政黨推薦,男,'0410310,66,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,智仁里,1,林志堅,中國國民黨,男,'0361216,70,臺灣省,碩士,Y," "," ",N
107年村(里)長選舉,基隆市,仁愛區,智仁里,2,郭智勇,無黨籍及未經政黨推薦,男,'0600123,47,臺灣省,碩士,N,*," ",N
107年村(里)長選舉,基隆市,仁愛區,智仁里,3,彭秀英,無黨籍及未經政黨推薦,女,'0560820,51,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,智仁里,4,劉媗芷,民主進步黨,女,'0610417,46,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,和明里,1,陳建平,無黨籍及未經政黨推薦,男,'0350511,72,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,和明里,2,王清河,無黨籍及未經政黨推薦,男,'0371001,70,臺灣省,專科,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,忠勇里,1,林羅清梅,無黨籍及未經政黨推薦,女,'0440909,63,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,玉田里,1,林致遠,無黨籍及未經政黨推薦,男,'0731019,34,臺灣省,專科,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,玉田里,2,闕美玉,中國國民黨,女,'0401209,66,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,仁德里,1,王朝成,無黨籍及未經政黨推薦,男,'0370424,70,新北市,專科,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,仁德里,2,熊素蘭,無黨籍及未經政黨推薦,女,'0400320,67,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,博愛里,1,李自富,無黨籍及未經政黨推薦,男,'0450324,62,臺灣省,大學,Y," "," ",N
107年村(里)長選舉,基隆市,仁愛區,博愛里,2,邱三元,無黨籍及未經政黨推薦,男,'0360104,71,高雄市,其他,N,*," ",N
107年村(里)長選舉,基隆市,仁愛區,福仁里,1,吳文龍,無黨籍及未經政黨推薦,男,'0560406,51,新北市,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,福仁里,2,林木火,無黨籍及未經政黨推薦,男,'0391210,67,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,誠仁里,1,陳傳麟,無黨籍及未經政黨推薦,男,'0600921,47,臺灣省,高中,Y," "," ",N
107年村(里)長選舉,基隆市,仁愛區,誠仁里,2,洪棟全,無黨籍及未經政黨推薦,男,'0470706,60,臺灣省,高中,N,*," ",N
107年村(里)長選舉,基隆市,仁愛區,吉仁里,1,李建德,無黨籍及未經政黨推薦,男,'0470928,60,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,育仁里,1,藍正信,無黨籍及未經政黨推薦,男,'0561203,50,臺灣省,高中,N,*," ",N
107年村(里)長選舉,基隆市,仁愛區,育仁里,2,徐文燦,無黨籍及未經政黨推薦,男,'0510827,56,臺灣省,大學,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,英仁里,1,郭玉寶,無黨籍及未經政黨推薦,女,'0450124,62,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,英仁里,2,楊凱婷,無黨籍及未經政黨推薦,女,'0760531,31,臺灣省,大學,N,*," ",N
107年村(里)長選舉,基隆市,仁愛區,龍門里,1,林宗益,無黨籍及未經政黨推薦,男,'0440721,63,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,龍門里,2,李炳勳,無黨籍及未經政黨推薦,男,'0570122,50,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,德厚里,1,林金旺,中國國民黨,男,'0391101,68,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,曲水里,1,徐鄭麗鳳,無黨籍及未經政黨推薦,女,'0440525,63,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,崇文里,1,陳明楷,無黨籍及未經政黨推薦,男,'0650523,42,臺灣省,專科,N,*," ",N
107年村(里)長選舉,基隆市,仁愛區,崇文里,2,何永吉,無黨籍及未經政黨推薦,男,'0310207,76,臺灣省,高中(職)以下,Y," "," ",N
107年村(里)長選舉,基隆市,仁愛區,崇文里,3,詹文卿,無黨籍及未經政黨推薦,男,'0420824,65,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,崇文里,4,賴飛宏,無黨籍及未經政黨推薦,男,'0680228,39,臺灣省,大學,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,文安里,1,李隆進,無黨籍及未經政黨推薦,男,'0430418,64,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,文安里,2,黃春財,無黨籍及未經政黨推薦,男,'0610521,46,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,兆連里,1,潘國龍,中國國民黨,男,'0560813,51,新北市,高中,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,兆連里,2,于鴻成,無黨籍及未經政黨推薦,男,'0421229,64,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,兆連里,3,李龍慶,無黨籍及未經政黨推薦,男,'0670415,40,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,獅球里,1,林錦榮,無黨籍及未經政黨推薦,男,'0350803,72,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,書院里,1,陳進雄,無黨籍及未經政黨推薦,男,'0560530,51,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,書院里,2,林文肯,中國國民黨,男,'0560309,51,臺灣省,專科,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,書院里,3,許睿雅,無黨籍及未經政黨推薦,男,'0551216,51,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,朝棟里,1,游長村,中國國民黨,男,'0390902,68,桃園市,高中(職)以下,Y," "," ",N
107年村(里)長選舉,基隆市,仁愛區,朝棟里,2,李光健,無黨籍及未經政黨推薦,男,'0400428,67,臺灣省,專科,N,*," ",N
107年村(里)長選舉,基隆市,仁愛區,明德里,1,許文杰,無黨籍及未經政黨推薦,男,'0450107,62,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,同風里,1,楊志宏,無黨籍及未經政黨推薦,男,'0600510,47,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,同風里,2,戴學禮,無黨籍及未經政黨推薦,男,'0440606,63,臺灣省,大學,N,*," ",N
107年村(里)長選舉,基隆市,仁愛區,同風里,3,朱錦祥,無黨籍及未經政黨推薦,男,'0460329,61,臺灣省,專科,N," "," ",N
107年村(里)長選舉,基隆市,仁愛區,同風里,4,楊春生,無黨籍及未經政黨推薦,男,'0490201,58,臺灣省,高中,Y," "," ",N
107年村(里)長選舉,基隆市,仁愛區,文昌里,1,王明清,無黨籍及未經政黨推薦,男,'0470607,60,臺灣省,專科,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,新店里,1,陳祐益,無黨籍及未經政黨推薦,男,'0420222,65,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,仁愛區,光華里,1,陳世豐,無黨籍及未經政黨推薦,男,'0550930,52,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中山區,新建里,1,高瑞堂,無黨籍及未經政黨推薦,男,'0420410,65,臺灣省,碩士,Y,*," ",N
107年村(里)長選舉,基隆市,中山區,安民里,1,羅聰德,無黨籍及未經政黨推薦,男,'0411009,66,新北市,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,中山區,安民里,2,余明郎,無黨籍及未經政黨推薦,男,'0481026,59,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,中山區,安平里,1,陳建宏,無黨籍及未經政黨推薦,男,'0690810,38,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,中山區,安平里,2,楊榮豐,無黨籍及未經政黨推薦,男,'0361104,71,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,中山區,中山里,1,羅予廷,無黨籍及未經政黨推薦,女,'0690718,38,臺北市,專科,N,*," ",N
107年村(里)長選舉,基隆市,中山區,中山里,2,張金發,無黨籍及未經政黨推薦,男,'0481128,58,臺灣省,專科,Y," "," ",N
107年村(里)長選舉,基隆市,中山區,民治里,1,施財濃,無黨籍及未經政黨推薦,男,'0471025,60,臺灣省,專科,Y,*," ",N
107年村(里)長選舉,基隆市,中山區,民治里,2,曾瑞庭,無黨籍及未經政黨推薦,男,'0361202,70,臺灣省,高中,N," "," ",N
107年村(里)長選舉,基隆市,中山區,中興里,1,李進發,無黨籍及未經政黨推薦,男,'0471113,60,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,基隆市,中山區,仁正里,1,郭美秀,無黨籍及未經政黨推薦,女,'0530122,54,臺灣省,專科,N," "," ",N
107年村(里)長選舉,基隆市,中山區,仁正里,2,陳炳楠,無黨籍及未經政黨推薦,男,'0451223,61,臺灣省,專科,Y,*," ",N
107年村(里)長選舉,基隆市,中山區,健民里,1,郭正勇,無黨籍及未經政黨推薦,男,'0501130,56,臺灣省,高中(職)以下,N,*," ",N
107年村(里)長選舉,基隆市,中山區,健民里,2,劉健鑑,無黨籍及未經政黨推薦,男,'0500101,57,臺灣省,高中,Y," "," ",N
107年村(里)長選舉,基隆市,中山區,通化里,1,徐麗玲,無黨籍及未經政黨推薦,女,'0520210,55,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中山區,居仁里,1,鄭淑華,無黨籍及未經政黨推薦,女,'0570915,50,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,基隆市,中山區,通明里,1,林寶俤,無黨籍及未經政黨推薦,男,'0411105,66,臺灣省,大學,Y," "," ",N
