縣市,序號,擬參選人,選舉名稱,申報序號,個人捐贈收入,營利事業捐贈收入,政黨捐贈收入,人民團體捐贈收入,匿名捐贈收入,其他收入,收入小計,超過三萬元之收入總額,金錢收入總額,非金錢收入總額,人事費用支出,宣傳支出,租用宣傳車輛支出,租用競選辦事處支出,集會支出,交通旅運支出,雜支支出,返還捐贈支出,繳庫支出,公共關係費用支出,支出小計,超過三萬元之支出總額,金錢支出總額,非金錢支出總額,結算日專戶存款餘額,(加)購買金錢以外之財產,(減)變賣金錢以外之財產,餘額,收支結存內金錢餘額,金錢以外之財產,會計師事務所全名,會計師姓名,製表人,結算日期,申報日期,更正日期
桃園市,65,陳傳祥,107年直轄市議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,陳傳祥,1071224,1080107,
桃園市,66,陳萬得,107年直轄市議員選舉,首次申報,1093000.00,896000.00,0.00,55000.00,0.00,0.00,2044000.00,1560000.00,2044000.00,0.00,110000.00,3025934.00,0.00,16800.00,0.00,7000.00,377580.00,268000.00,0.00,0.00,3805314.00,3632514.00,3805314.00,0.00,0.00,0.00,0.00,-1761314.00,-1761314.00,0.00,,,邱馨誼,1071217,1071218,
桃園市,67,陳鈺方,107年直轄市議員選舉,首次申報,191234.00,9000.00,0.00,3000.00,27566.00,2.00,230802.00,0.00,230802.00,0.00,0.00,25075.00,0.00,0.00,0.00,32151.00,10293.00,9000.00,0.00,0.00,76519.00,0.00,76519.00,0.00,2.00,0.00,0.00,154283.00,154283.00,0.00,,,陳鈺方,1080219,1080218,1080221
桃園市,68,陳睿生,107年直轄市議員選舉,首次申報,156000.00,215750.00,0.00,0.00,6000.00,84.00,377834.00,314750.00,263084.00,114750.00,0.00,394750.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,0.00,400750.00,394750.00,286000.00,114750.00,263084.00,0.00,0.00,-22916.00,-22916.00,0.00,,,陳睿生,1080116,1080113,1080125
桃園市,69,陳儀桓,107年直轄市議員選舉,首次申報,280200.00,334970.00,0.00,1000.00,1147.00,1.00,617318.00,435970.00,617318.00,0.00,644675.00,263205.00,42326.00,166000.00,566778.00,69000.00,556239.00,50000.00,0.00,0.00,2358223.00,1853195.00,2358223.00,0.00,0.00,0.00,0.00,-1740905.00,-1740905.00,0.00,,,陳儀桓,1071130,1071130,1071206
桃園市,70,彭俊豪,107年直轄市議員選舉,首次申報,1476000.00,1156000.00,0.00,30000.00,20150.00,34.00,2682184.00,2256000.00,2682184.00,0.00,723200.00,74000.00,0.00,160000.00,0.00,0.00,1133597.00,0.00,0.00,0.00,2090797.00,1292776.00,2090797.00,0.00,34.00,0.00,0.00,591387.00,591387.00,0.00,,,楊宜靜,1071224,1080110,1080118
桃園市,71,彭聖富,107年直轄市議員選舉,首次申報,291000.00,560000.00,0.00,0.00,0.00,35.00,851035.00,836000.00,665035.00,186000.00,0.00,427704.00,36000.00,487419.00,691905.00,0.00,206815.00,0.00,0.00,1500.00,1851343.00,1364824.00,1665343.00,186000.00,0.00,0.00,0.00,-1000308.00,-1000308.00,0.00,,,彭聖富,1080219,1080222,1080319
桃園市,72,游吾和,107年直轄市議員選舉,首次申報,1290000.00,1183000.00,0.00,0.00,0.00,0.00,2473000.00,2080000.00,2473000.00,0.00,0.00,1022946.00,222680.00,84000.00,185600.00,85600.00,843418.00,155000.00,0.00,0.00,2599244.00,2176934.00,2599244.00,0.00,0.00,0.00,0.00,-126244.00,-126244.00,0.00,,,游惠瑜,1071207,1080102,
桃園市,73,游良福,107年直轄市議員選舉,首次申報,5000.00,30000.00,0.00,0.00,0.00,8.00,35008.00,0.00,35008.00,0.00,0.00,10520.00,0.00,0.00,0.00,0.00,202086.00,2000.00,0.00,10750.00,225356.00,200000.00,225356.00,0.00,0.00,0.00,0.00,-190348.00,-190348.00,0.00,,,游良福,1080214,1080213,1080322
桃園市,74,舒翠玲,107年直轄市議員選舉,首次申報,3022100.00,849000.00,0.00,0.00,0.00,0.00,3871100.00,2892000.00,3871100.00,0.00,1258900.00,1847608.00,34160.00,1260.00,514923.00,81596.00,512051.00,100000.00,0.00,11500.00,4361998.00,3567968.00,4361998.00,0.00,0.00,0.00,0.00,-490898.00,-490898.00,0.00,,,舒翠玲,1080117,1080123,1080212
桃園市,75,黃永鎮,107年直轄市議員選舉,首次申報,1190000.00,2076000.00,0.00,4000.00,0.00,93.00,3270093.00,3100000.00,3270093.00,0.00,251812.00,2962645.00,181500.00,500000.00,299400.00,0.00,292696.00,500000.00,0.00,174000.00,5162053.00,4970738.00,5162053.00,0.00,93.00,0.00,0.00,-1891960.00,-1891960.00,0.00,,,黃永鎮,1071221,1080124,1080128
桃園市,76,黃成峻,107年直轄市議員選舉,首次申報,716666.00,158888.00,0.00,10000.00,47014.00,0.00,932568.00,531000.00,932568.00,0.00,174200.00,331425.00,518000.00,47170.00,0.00,1654.00,38844.00,0.00,0.00,0.00,1111293.00,874400.00,1111293.00,0.00,24.00,0.00,0.00,-178725.00,-178725.00,0.00,,,黃成峻,1071206,1080215,1080523
桃園市,77,黃朱秀娥,107年直轄市議員選舉,首次申報,192000.00,170000.00,0.00,0.00,0.00,0.00,362000.00,150000.00,362000.00,0.00,69500.00,0.00,0.00,0.00,199500.00,2000.00,143890.00,2000.00,0.00,0.00,416890.00,359000.00,416890.00,0.00,0.00,0.00,0.00,-54890.00,-54890.00,0.00,,,黃朱秀娥,1071201,1080107,1080118
桃園市,78,黃家齊,107年直轄市議員選舉,首次申報,1276600.00,611000.00,0.00,5000.00,40000.00,43.00,1932643.00,1506000.00,1932643.00,0.00,285000.00,1178190.00,0.00,0.00,29365.00,33118.00,138070.00,256000.00,0.00,35779.00,1955522.00,1671550.00,1955522.00,0.00,123.00,0.00,0.00,-22879.00,-22879.00,0.00,,,施珏安,1071224,1080221,1080311
桃園市,79,黃婉如,107年直轄市議員選舉,首次申報,2245960.00,848000.00,0.00,38000.00,0.00,150.00,3132110.00,1800000.00,3118350.00,13760.00,37200.00,2864111.00,228000.00,0.00,94605.00,28112.00,403159.00,218000.00,0.00,0.00,3873187.00,3512708.00,3859427.00,13760.00,0.00,0.00,0.00,-741077.00,-741077.00,0.00,,,張婷貽,1080119,1080119,1080321
桃園市,80,黃傅淑香,107年直轄市議員選舉,首次申報,2917668.00,1909000.00,0.00,2000.00,747000.00,109.00,5575777.00,3706000.00,5575777.00,0.00,1911253.00,1976221.00,29955.00,77895.00,733190.00,13750.00,552729.00,135000.00,0.00,146500.00,5576493.00,4836505.00,5576493.00,0.00,0.00,0.00,0.00,-716.00,-716.00,0.00,,,陳又鈴,1071224,1080124,1080503
桃園市,81,黃景熙,107年直轄市議員選舉,首次申報,1739000.00,1420000.00,0.00,10000.00,0.00,70.00,3169070.00,2670000.00,3169070.00,0.00,394700.00,922162.00,42007.00,121685.00,1168470.00,23832.00,305554.00,865000.00,0.00,90000.00,3933410.00,3593947.00,3933410.00,0.00,70.00,0.00,0.00,-764340.00,-764340.00,0.00,,,黃景熙,1071221,1080114,1080118
桃園市,82,黃敬平,107年直轄市議員選舉,首次申報,4045600.00,3287000.00,0.00,7000.00,22500.00,452.00,7362552.00,5826000.00,7072552.00,290000.00,1050250.00,3626308.00,164077.00,213874.00,1445582.00,113162.00,1138231.00,650000.00,0.00,0.00,8401484.00,6605368.00,8111484.00,290000.00,0.00,0.00,0.00,-1038932.00,-1038932.00,0.00,,,黃長義,1071224,1080212,1080221
桃園市,83,楊家俍,107年直轄市議員選舉,首次申報,2276888.00,1408000.00,0.00,90000.00,0.00,62.00,3774950.00,3350000.00,3774950.00,0.00,202190.00,3838726.00,118280.00,50325.00,1567066.00,82862.00,0.00,50000.00,0.00,331950.00,6241399.00,5907492.00,6241399.00,0.00,1313.00,0.00,0.00,-2466449.00,-2466449.00,0.00,,,蔡馥仰,1080223,1080222,1080315
桃園市,84,楊朝偉,107年直轄市議員選舉,首次申報,1255000.00,1893000.00,0.00,0.00,0.00,0.00,3148000.00,2685000.00,2773000.00,375000.00,483000.00,1408874.00,220200.00,6100.00,805000.00,66420.00,347632.00,248000.00,0.00,0.00,3585226.00,3226164.00,3210226.00,375000.00,722140.00,0.00,0.00,-437226.00,-437226.00,0.00,,,黨嵩花,1071205,1080211,1080409
桃園市,85,楊進福,107年直轄市議員選舉,首次申報,178000.00,12000.00,0.00,0.00,0.00,0.00,190000.00,50000.00,190000.00,0.00,50000.00,406921.00,105937.00,40000.00,7850.00,0.00,33628.00,10000.00,0.00,0.00,654336.00,536447.00,654336.00,0.00,0.00,37600.00,0.00,-426736.00,-464336.00,37600.00,,,劉韻如,1071207,1080221,1080225
桃園市,86,萬美玲,107年直轄市議員選舉,首次申報,1757300.00,2391320.00,0.00,50000.00,2000.00,223.00,4200843.00,3300000.00,4184523.00,16320.00,658600.00,2623751.00,0.00,135000.00,291070.00,0.00,179615.00,370000.00,0.00,0.00,4258036.00,4006576.00,4241716.00,16320.00,222.00,0.00,0.00,-57193.00,-57193.00,0.00,,,萬愉玲,1071221,1080219,1080308
桃園市,87,葉明月,107年直轄市議員選舉,首次申報,279000.00,1480000.00,0.00,0.00,0.00,0.00,1759000.00,1500000.00,1759000.00,0.00,0.00,682266.00,336925.00,18690.00,629050.00,8158.00,182618.00,0.00,0.00,6000.00,1863707.00,1573310.00,1863707.00,0.00,0.00,0.00,0.00,-104707.00,-104707.00,0.00,,,許秀琴,1071128,1080213,1080214
桃園市,88,詹江村,107年直轄市議員選舉,首次申報,119000.00,740000.00,0.00,0.00,5000.00,0.00,864000.00,710000.00,864000.00,0.00,218946.00,427465.00,0.00,0.00,21497.00,8234.00,122590.00,70000.00,0.00,0.00,868732.00,548500.00,868732.00,0.00,119999.00,0.00,0.00,-4732.00,-4732.00,0.00,,,賴憶琳,1071212,1080104,1080114
桃園市,89,廖威森,107年直轄市議員選舉,首次申報,11600.00,0.00,0.00,0.00,147.00,2.00,11749.00,0.00,11749.00,0.00,165215.00,104288.00,0.00,37500.00,0.00,7299.00,67596.00,1600.00,0.00,24300.00,407798.00,149025.00,407798.00,0.00,0.00,0.00,0.00,-396049.00,-396049.00,0.00,,,廖威森,1080218,1080215,1080316
桃園市,90,褚春來,107年直轄市議員選舉,首次申報,1957188.00,1028888.00,0.00,0.00,3000.00,0.00,2989076.00,2026000.00,2989076.00,0.00,0.00,2064173.00,0.00,139000.00,650140.00,0.00,100221.00,180888.00,0.00,0.00,3134422.00,2852750.00,3134422.00,0.00,188.00,0.00,0.00,-145346.00,-145346.00,0.00,,,林小燕,1071211,1071217,
桃園市,91,劉仁照,107年直轄市議員選舉,首次申報,1609000.00,778000.00,0.00,60000.00,0.00,58.00,2447058.00,1978000.00,2447058.00,0.00,803089.00,1394663.00,0.00,127395.00,25440.00,0.00,59515.00,10000.00,0.00,87657.00,2507759.00,2025173.00,2507759.00,0.00,959.00,0.00,0.00,-60701.00,-60701.00,0.00,,,謝美玲,1080110,1080201,1080227
桃園市,92,劉安祺,107年直轄市議員選舉,首次申報,1724200.00,946600.00,0.00,0.00,4146.00,0.00,2674946.00,1996000.00,2674946.00,0.00,818000.00,1640139.00,0.00,0.00,328562.00,73156.00,336672.00,132000.00,0.00,0.00,3328529.00,2729255.00,3328529.00,0.00,0.00,0.00,0.00,-653583.00,-653583.00,0.00,,,王青妮,1080220,1080220,1080307
桃園市,93,劉邦鉉,107年直轄市議員選舉,首次申報,814000.00,0.00,0.00,0.00,147.00,0.00,814147.00,713000.00,814147.00,0.00,213600.00,231780.00,0.00,0.00,65000.00,0.00,313349.00,0.00,0.00,0.00,823729.00,612360.00,823729.00,0.00,814147.00,0.00,0.00,-9582.00,-9582.00,0.00,,,劉邦鉉,1071125,1071222,
桃園市,94,劉邦德,107年直轄市議員選舉,首次申報,324000.00,322500.00,0.00,0.00,5000.00,0.00,651500.00,460000.00,651500.00,0.00,0.00,563435.00,0.00,0.00,328400.00,0.00,459100.00,180000.00,0.00,0.00,1530935.00,1420535.00,1530935.00,0.00,0.00,0.00,0.00,-879435.00,-879435.00,0.00,,,李元瀧,1071206,1071210,
桃園市,95,劉念雲,107年直轄市議員選舉,首次申報,285780.00,0.00,0.00,41000.00,7428.00,37.00,334245.00,0.00,334245.00,0.00,63200.00,59313.00,0.00,0.00,15750.00,0.00,232845.00,0.00,0.00,0.00,371108.00,280700.00,371108.00,0.00,184245.00,0.00,0.00,-36863.00,-36863.00,0.00,,,賀光卍,1071221,1080114,
桃園市,96,劉茂羣,107年直轄市議員選舉,首次申報,1189000.00,1699600.00,0.00,0.00,0.00,550.00,2889150.00,2350000.00,2889150.00,0.00,395000.00,2115607.00,0.00,0.00,265760.00,54341.00,162711.00,0.00,0.00,94320.00,3087739.00,2812658.00,3087739.00,0.00,0.00,0.00,0.00,-198589.00,-198589.00,0.00,,,張碩芳,1080102,1080222,1080402
桃園市,97,劉祐龍,107年直轄市議員選舉,首次申報,411166.00,140000.00,200000.00,60000.00,3100.00,0.00,814266.00,750000.00,814266.00,0.00,360000.00,141915.00,0.00,120000.00,0.00,1000.00,201600.00,0.00,0.00,0.00,824515.00,730000.00,824515.00,0.00,0.00,0.00,0.00,-10249.00,-10249.00,0.00,,,劉祐龍,1071130,1071203,1080102
桃園市,98,劉勝全,107年直轄市議員選舉,首次申報,4798288.00,4834600.00,200000.00,0.00,10001.00,189.00,9843078.00,8194000.00,9833078.00,10000.00,0.00,6412158.00,160268.00,215326.00,1786600.00,380482.00,991706.00,452000.00,0.00,0.00,10398540.00,9690728.00,10388540.00,10000.00,715.00,0.00,0.00,-555462.00,-555462.00,0.00,,,陳惠香,1071221,1080215,1080514
桃園市,99,劉曾玉春,107年直轄市議員選舉,首次申報,844000.00,564200.00,200000.00,20000.00,0.00,0.00,1628200.00,1266000.00,1628200.00,0.00,637900.00,742976.00,0.00,0.00,0.00,0.00,0.00,416000.00,0.00,0.00,1796876.00,1715076.00,1796876.00,0.00,0.00,0.00,0.00,-168676.00,-168676.00,0.00,,,蔡如萍,1071127,1080108,
桃園市,100,劉熒隆,107年直轄市議員選舉,首次申報,1053250.00,311000.00,0.00,0.00,0.00,0.00,1364250.00,726000.00,1332000.00,32250.00,620575.00,1112351.00,92727.00,32490.00,328939.00,75715.00,308550.00,36000.00,0.00,68065.00,2675412.00,1848189.00,2643162.00,32250.00,0.00,0.00,0.00,-1311162.00,-1311162.00,0.00,,,劉慧君,1071219,1080121,1080130
桃園市,101,歐炳辰,107年直轄市議員選舉,首次申報,668000.00,570000.00,0.00,0.00,0.00,0.00,1238000.00,1188000.00,1238000.00,0.00,314000.00,242550.00,0.00,27100.00,406110.00,0.00,204681.00,50000.00,0.00,0.00,1244441.00,1103216.00,1244441.00,0.00,0.00,0.00,0.00,-6441.00,-6441.00,0.00,,,林曉樺,1080219,1080218,1080319
桃園市,102,歐陽霆,107年直轄市議員選舉,首次申報,1219500.00,1500.00,0.00,0.00,70301.00,11.00,1291312.00,990000.00,1191312.00,100000.00,385000.00,1183502.00,0.00,277318.00,0.00,1370.00,122221.00,0.00,0.00,0.00,1969411.00,1778403.00,1869411.00,100000.00,0.00,2489.00,0.00,-675610.00,-678099.00,2489.00,,,謝彥騰,1071221,1080212,1080411
桃園市,103,蔡永芳,107年直轄市議員選舉,首次申報,16000.00,0.00,0.00,0.00,0.00,0.00,16000.00,0.00,0.00,16000.00,0.00,0.00,0.00,0.00,0.00,0.00,16000.00,0.00,0.00,0.00,16000.00,0.00,0.00,16000.00,0.00,0.00,0.00,0.00,0.00,0.00,,,蔡旻旻,1071218,1071218,
桃園市,104,鄭淑方,107年直轄市議員選舉,首次申報,683000.00,369000.00,0.00,0.00,501.00,0.00,1052501.00,850000.00,1052501.00,0.00,125493.00,1063474.00,682.00,2150.00,1200406.00,11290.00,83135.00,139000.00,0.00,800.00,2626430.00,2210307.00,2626430.00,0.00,713252.00,0.00,0.00,-1573929.00,-1573929.00,0.00,,,張彥文,1071130,1071221,1071224
桃園市,105,魯明哲,107年直轄市議員選舉,首次申報,2565600.00,3035000.00,0.00,30000.00,0.00,0.00,5630600.00,5090000.00,5630600.00,0.00,300000.00,3622677.00,30459.00,379130.00,1259511.00,25249.00,212601.00,15000.00,100000.00,0.00,5944627.00,4937258.00,5944627.00,0.00,813810.00,0.00,0.00,-314027.00,-314027.00,0.00,,,魯明哲,1071218,1080220,
桃園市,106,賴立竹,107年直轄市議員選舉,首次申報,22000.00,170000.00,0.00,0.00,0.00,0.00,192000.00,150000.00,192000.00,0.00,192000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192000.00,192000.00,192000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,賴立竹,1071122,1080223,
桃園市,107,戴兆華,107年直轄市議員選舉,首次申報,100000.00,0.00,0.00,0.00,21000.00,0.00,121000.00,100000.00,121000.00,0.00,0.00,154771.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154771.00,154771.00,154771.00,0.00,0.00,0.00,0.00,-33771.00,-33771.00,0.00,,,戴兆華,1071212,1071222,
桃園市,108,謝秀蓉,107年直轄市議員選舉,首次申報,701600.00,15000.00,0.00,3000.00,5000.00,0.00,724600.00,470000.00,724600.00,0.00,100000.00,357579.00,0.00,0.00,46050.00,0.00,110715.00,95000.00,0.00,19000.00,728344.00,450340.00,728344.00,0.00,60.00,0.00,0.00,-3744.00,-3744.00,0.00,,,黃展彥,1071201,1080214,1080515
桃園市,109,謝柏寬,107年直轄市議員選舉,首次申報,131800.00,0.00,0.00,0.00,1.00,1.00,131802.00,100000.00,131802.00,0.00,0.00,271942.00,0.00,0.00,0.00,0.00,200800.00,0.00,0.00,0.00,472742.00,462442.00,472742.00,0.00,1.00,0.00,0.00,-340940.00,-340940.00,0.00,,,謝柏寬,1071221,1080221,1080329
桃園市,110,謝美英,107年直轄市議員選舉,首次申報,530230.00,120000.00,0.00,0.00,25200.00,54.00,675484.00,300000.00,671484.00,4000.00,410000.00,501352.00,0.00,0.00,87908.00,0.00,63416.00,20000.00,0.00,25798.00,1108474.00,869330.00,1104474.00,4000.00,1484.00,0.00,0.00,-432990.00,-432990.00,0.00,,,謝美英,1080124,1080212,1080215
桃園市,111,謝彰文,107年直轄市議員選舉,首次申報,1882700.00,956000.00,0.00,80000.00,49000.00,0.00,2967700.00,1950000.00,2967700.00,0.00,430000.00,2146905.00,67600.00,0.00,142788.00,44166.00,191829.00,0.00,0.00,20159.00,3043447.00,2554051.00,3043447.00,0.00,0.00,0.00,0.00,-75747.00,-75747.00,0.00,,,何莉晴,1071130,1071207,
桃園市,112,簡志偉,107年直轄市議員選舉,首次申報,500000.00,190000.00,0.00,0.00,0.00,47.00,690047.00,500000.00,690047.00,0.00,0.00,623512.00,0.00,0.00,150000.00,0.00,0.00,100000.00,0.00,0.00,873512.00,843512.00,873512.00,0.00,47.00,0.00,0.00,-183465.00,-183465.00,0.00,,,馮泓彬,1071223,1080122,1080122
桃園市,113,簡智翔,107年直轄市議員選舉,首次申報,887654.00,186000.00,200000.00,0.00,1000.00,173.00,1274827.00,834000.00,1274827.00,0.00,76000.00,976773.00,0.00,100000.00,0.00,0.00,1261.00,220000.00,0.00,0.00,1374034.00,1243773.00,1374034.00,0.00,0.00,0.00,0.00,-99207.00,-99207.00,0.00,,,簡智翔,1080221,1080222,1080410
桃園市,114,聶哲淵,107年直轄市議員選舉,首次申報,72000.00,100000.00,0.00,0.00,13148.00,0.00,185148.00,100000.00,185148.00,0.00,0.00,11758.00,0.00,0.00,0.00,0.00,315452.00,0.00,0.00,0.00,327210.00,243475.00,327210.00,0.00,148.00,0.00,0.00,-142062.00,-142062.00,0.00,,,石佳璇,1071122,1080221,1080320
桃園市,115,魏筠,107年直轄市議員選舉,首次申報,3075600.00,1152000.00,0.00,30000.00,6811.00,2.00,4264413.00,3460000.00,4264413.00,0.00,1196873.00,2489747.00,0.00,147800.00,0.00,0.00,129993.00,630000.00,50000.00,0.00,4644413.00,4090489.00,4644413.00,0.00,0.00,0.00,0.00,-380000.00,-380000.00,0.00,,,魏新洸,1080117,1080116,1080329
桃園市,116,羅岳峰,107年直轄市議員選舉,首次申報,341488.00,5000.00,0.00,0.00,30381.00,3.00,376872.00,200000.00,376872.00,0.00,0.00,735705.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,740705.00,717337.00,740705.00,0.00,0.00,0.00,0.00,-363833.00,-363833.00,0.00,,,羅岳峰,1080214,1080215,1080222
桃園市,117,蘇世岳,107年直轄市議員選舉,首次申報,458000.00,20000.00,0.00,0.00,0.00,0.00,478000.00,180000.00,478000.00,0.00,310000.00,0.00,0.00,240000.00,30000.00,0.00,0.00,0.00,0.00,0.00,580000.00,550000.00,580000.00,0.00,720.00,0.00,0.00,-102000.00,-102000.00,0.00,,,陳淑麗,1071127,1080212,1080212
桃園市,118,蘇志強,107年直轄市議員選舉,首次申報,406000.00,200000.00,0.00,2000.00,0.00,0.00,608000.00,600000.00,608000.00,0.00,130000.00,228967.00,76000.00,0.00,143300.00,143826.00,64993.00,208000.00,0.00,0.00,995086.00,624068.00,995086.00,0.00,0.00,0.00,0.00,-387086.00,-387086.00,0.00,,,陳樊珍,1080129,1080218,
桃園市,119,蘇家明,107年直轄市議員選舉,首次申報,1060600.00,1480000.00,0.00,0.00,0.00,19.00,2540619.00,2310000.00,2540619.00,0.00,1025575.00,3436025.00,164000.00,0.00,775820.00,0.00,76980.00,0.00,0.00,0.00,5478400.00,5082758.00,5478400.00,0.00,619.00,0.00,0.00,-2937781.00,-2937781.00,0.00,,,陳淑雲,1071217,1080214,
臺中市,1,尤碧鈴,107年直轄市議員選舉,首次申報,1340000.00,650000.00,0.00,0.00,0.00,333.00,1990333.00,1770000.00,1990333.00,0.00,0.00,1841800.00,0.00,0.00,0.00,0.00,0.00,150000.00,0.00,0.00,1991800.00,1991800.00,1991800.00,0.00,4333.00,0.00,0.00,-1467.00,-1467.00,0.00,,,張麗貞,1080111,1080211,1080318
臺中市,2,王立任,107年直轄市議員選舉,首次申報,3750000.00,1569000.00,0.00,50000.00,2000.00,81.00,5371081.00,4866000.00,5371081.00,0.00,1590051.00,2099464.00,220937.00,0.00,1091690.00,2875.00,347680.00,30000.00,0.00,7500.00,5390197.00,4324286.00,5390197.00,0.00,80.00,0.00,0.00,-19116.00,-19116.00,0.00,,,王立任,1071224,1080102,1080217
臺中市,3,王朝坤,107年直轄市議員選舉,首次申報,100000.00,0.00,0.00,0.00,0.00,0.00,100000.00,60000.00,100000.00,0.00,173758.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,173758.00,141928.00,173758.00,0.00,0.00,0.00,0.00,-73758.00,-73758.00,0.00,,,王麗娟,1071124,1080212,
臺中市,4,冉齡軒,107年直轄市議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,784348.00,0.00,0.00,7000.00,73100.00,821736.00,0.00,0.00,0.00,1686184.00,1561228.00,1686184.00,0.00,0.00,0.00,0.00,-1686184.00,-1686184.00,0.00,,,劉宜茹,1071220,1080223,1080410
臺中市,5,朱元宏,107年直轄市議員選舉,首次申報,722000.00,100000.00,0.00,0.00,3000.00,15.00,825015.00,750000.00,825015.00,0.00,168000.00,345519.00,0.00,0.00,233960.00,0.00,26144.00,50000.00,0.00,2000.00,825623.00,522399.00,825623.00,0.00,2952.00,0.00,0.00,-608.00,-608.00,0.00,,,蘇琬植,1071221,1080212,1080321
臺中市,6,朱暖英,107年直轄市議員選舉,首次申報,2630932.00,1233800.00,0.00,30000.00,800.00,230.00,3895762.00,3056000.00,3895762.00,0.00,449000.00,2834949.00,2800.00,47449.00,230845.00,21939.00,228898.00,130000.00,0.00,1050.00,3946930.00,3536353.00,3946930.00,0.00,230.00,0.00,0.00,-51168.00,-51168.00,0.00,,,朱彩鈴,1071225,1071214,1080222
臺中市,7,江秉彝,107年直轄市議員選舉,首次申報,603414.00,0.00,370000.00,0.00,8501.00,10.00,981925.00,770000.00,981925.00,0.00,285000.00,265488.00,2000.00,58674.00,708.00,49474.00,336888.00,0.00,0.00,2200.00,1000432.00,632455.00,1000432.00,0.00,99.00,0.00,0.00,-18507.00,-18507.00,0.00,,,江秉彝,1071221,1080211,1080312
臺中市,8,江愛珍,107年直轄市議員選舉,首次申報,56800.00,0.00,0.00,0.00,7001.00,3.00,63804.00,0.00,63804.00,0.00,0.00,8820.00,0.00,3196.00,0.00,25508.00,200483.00,7800.00,0.00,0.00,245807.00,200000.00,245807.00,0.00,16.00,0.00,0.00,-182003.00,-182003.00,0.00,,,江愛珍,1080224,1080225,1080602
臺中市,9,江肇國,107年直轄市議員選舉,首次申報,4616500.00,2776000.00,0.00,5000.00,0.00,0.00,7397500.00,6237000.00,7323500.00,74000.00,1584668.00,3771362.00,253557.00,280000.00,820009.00,120227.00,463211.00,320000.00,0.00,86910.00,7699944.00,6236520.00,7625944.00,74000.00,0.00,0.00,0.00,-302444.00,-302444.00,0.00,,,江靜柔,1071220,1080211,1080218
臺中市,10,何文海,107年直轄市議員選舉,首次申報,2610600.00,1520000.00,0.00,0.00,147.00,0.00,4130747.00,3466000.00,4130747.00,0.00,337695.00,3372418.00,105300.00,0.00,822670.00,0.00,95602.00,310000.00,0.00,50064.00,5093749.00,4664852.00,5093749.00,0.00,0.00,0.00,0.00,-963002.00,-963002.00,0.00,,,何文海,1080223,1080221,1080528
臺中市,11,何敏誠,107年直轄市議員選舉,首次申報,7142400.00,3671600.00,0.00,80000.00,13000.00,613.00,10907613.00,9476000.00,10907613.00,0.00,3105081.00,2451991.00,295000.00,268925.00,774330.00,22837.00,537312.00,470000.00,0.00,0.00,7925476.00,6489800.00,7925476.00,0.00,2982137.00,0.00,0.00,2982137.00,2982137.00,0.00,群達會計師事務所,陳民雄,何敏誠,1071224,1080221,1080531
臺中市,12,何語蓉,107年直轄市議員選舉,首次申報,174556.00,30000.00,0.00,0.00,27670.00,4.00,232230.00,34000.00,232230.00,0.00,0.00,70247.00,0.00,7350.00,3870.00,3479.00,6819.00,30000.00,0.00,0.00,121765.00,47250.00,121765.00,0.00,688.00,0.00,0.00,110465.00,110465.00,0.00,,,何語蓉,1080213,1080214,1080321
臺中市,13,吳光中,107年直轄市議員選舉,首次申報,166600.00,92000.00,0.00,10000.00,147.00,1.00,268748.00,72000.00,268748.00,0.00,127000.00,108950.00,0.00,112100.00,0.00,0.00,10659.00,0.00,0.00,0.00,358709.00,187000.00,358709.00,0.00,0.00,0.00,0.00,-89961.00,-89961.00,0.00,,,蔡滿足,1071205,1080212,1080221
臺中市,14,吳佩芸,107年直轄市議員選舉,首次申報,978965.00,10000.00,593052.00,50000.00,95150.00,112.00,1727279.00,1403052.00,1648279.00,79000.00,396256.00,828092.00,4486.00,198176.00,13384.00,110689.00,71006.00,200000.00,0.00,0.00,1822089.00,1423006.00,1743089.00,79000.00,105.00,36300.00,0.00,-58510.00,-94810.00,36300.00,,,蔡佳容,1071228,1080219,
臺中市,15,吳宜昌,107年直轄市議員選舉,首次申報,175000.00,120000.00,0.00,0.00,0.00,0.00,295000.00,250000.00,295000.00,0.00,0.00,273620.00,0.00,0.00,20000.00,0.00,6280.00,0.00,0.00,0.00,299900.00,218150.00,299900.00,0.00,0.00,0.00,0.00,-4900.00,-4900.00,0.00,,,吳柏霈,1071128,1071128,
